n_e_cm3,R_Te15800,R_Te17300,R_Te18800
5.888436553555895807e+05,6.359722656278216069e-05,5.512043791893144455e-05,4.893901015576988166e-05
6.025595860743580852e+05,6.275624528809298534e-05,5.438196461484576342e-05,4.827559621525814116e-05
6.165950018614821602e+05,6.193456398151872002e-05,5.366044417376856428e-05,4.762741654432884507e-05
6.309573444801929872e+05,6.113173665897501214e-05,5.295548464578694599e-05,4.699411875452147967e-05
6.456542290346563095e+05,6.034732779320411652e-05,5.226670328051740387e-05,4.637535873646640440e-05
6.606934480075964238e+05,5.958091206234149300e-05,5.159372630550933909e-05,4.577080046012707288e-05
6.760829753919818904e+05,5.883207410479946743e-05,5.093618871023309692e-05,4.518011578008971659e-05
6.918309709189363057e+05,5.810040828029907782e-05,5.029373403550147062e-05,4.460298424576430835e-05
7.079457843841387657e+05,5.738551843688457523e-05,4.966601416817849346e-05,4.403909291636373376e-05
7.244359600749906385e+05,5.668701768376088995e-05,4.905268914103369152e-05,4.348813618053278706e-05
7.413102413009176962e+05,5.600452816979837147e-05,4.845342693760340585e-05,4.294981558050096004e-05
7.585775750291835284e+05,5.533768086755448445e-05,4.786790330192613861e-05,4.242383964063920588e-05
7.762471166286912048e+05,5.468611536266590364e-05,4.729580155302173783e-05,4.190992370030163268e-05
7.943282347242821706e+05,5.404947964846840125e-05,4.673681240398800264e-05,4.140778975083827851e-05
8.128305161640995648e+05,5.342742992570730754e-05,4.619063378559295992e-05,4.091716627666831178e-05
8.317637711026708130e+05,5.281963040720303953e-05,4.565697067424286576e-05,4.043778810030478933e-05
8.511380382023758721e+05,5.222575312734273209e-05,4.513553492421157543e-05,3.996939623122755297e-05
8.709635899560814723e+05,5.164547775627104526e-05,4.462604510401824707e-05,3.951173771850179382e-05
8.912509381337459199e+05,5.107849141865659600e-05,4.412822633684502659e-05,3.906456550704383209e-05
9.120108393559096148e+05,5.052448851691527409e-05,4.364181014488788604e-05,3.862763829743799779e-05
9.332543007969905157e+05,4.998317055877386328e-05,4.316653429753920866e-05,3.820072040921173689e-05
9.549925860214368440e+05,4.945424598906142068e-05,4.270214266330074084e-05,3.778358164747822913e-05
9.772372209558112081e+05,4.893743002561909303e-05,4.224838506533104733e-05,3.737599717285871735e-05
1.000000000000000000e+06,4.843244449922063386e-05,4.180501714053193107e-05,3.697774737459863222e-05
